#fields	indicator	indicator_type	meta.source	meta.do_notice
# The following lines are for testing purposes only.  Please keep them commented out when running in production.
#4285358dd748ef74cb8161108e11cb73	Intel::FILE_HASH	Test MD5	T
#9593fcbd91fdb1a41d0304bf684d29fd	Intel::FILE_HASH	Test MD5	T
#e2c33fa7a3802289d46a7c3e4e1df342	Intel::FILE_HASH	Test MD5	T
001dd76872d80801692ff942308c64e6	Intel::FILE_HASH	Mandiant Apt1 Report	T
002325a0a67fded0381b5648d7fe9b8e	Intel::FILE_HASH	Mandiant Apt1 Report	T
00dbb9e1c09dbdafb360f3163ba5a3de	Intel::FILE_HASH	Mandiant Apt1 Report	T
00f24328b282b28bc39960d55603e380	Intel::FILE_HASH	Mandiant Apt1 Report	T
0115338e11f85d7a2226933712acaae8	Intel::FILE_HASH	Mandiant Apt1 Report	T
0141955eb5b90ce25b506757ce151275	Intel::FILE_HASH	Mandiant Apt1 Report	T
0149b7bd7218aab4e257d28469fddb0d	Intel::FILE_HASH	Mandiant Apt1 Report	T
016da6ee744b16656a2ba3107c7a4a29	Intel::FILE_HASH	Mandiant Apt1 Report	T
01e0dc079d4e33d8edd050c4900818da	Intel::FILE_HASH	Mandiant Apt1 Report	T
024fd07dbdacc7da227bede3449c2b6a	Intel::FILE_HASH	Mandiant Apt1 Report	T
0285bd1fbdd70fd5165260a490564ac8	Intel::FILE_HASH	Mandiant Apt1 Report	T
02a2d148faba3b6310e7ba81eb62739d	Intel::FILE_HASH	Mandiant Apt1 Report	T
02c65973b6018f5d473d701b3e7508b2	Intel::FILE_HASH	Mandiant Apt1 Report	T
034374db2d35cf9da6558f54cec8a455	Intel::FILE_HASH	Mandiant Apt1 Report	T
03ae71eba61af2d497e226da3954f3af	Intel::FILE_HASH	Mandiant Apt1 Report	T
0469a42d71b4a55118b9579c8c772bb6	Intel::FILE_HASH	Mandiant Apt1 Report	T
0496e3b17cf40c45f495188a368c203a	Intel::FILE_HASH	Mandiant Apt1 Report	T
04a7b7dab5ff8ba1486df9dbe68c748c	Intel::FILE_HASH	Mandiant Apt1 Report	T
04e83832146034f9797d2e8145413daa	Intel::FILE_HASH	Mandiant Apt1 Report	T
04f481d6710ac5d68d0eacac2600a041	Intel::FILE_HASH	Mandiant Apt1 Report	T
0501bb10d646b29cab7d17a8407010d9	Intel::FILE_HASH	Mandiant Apt1 Report	T
0522e955aaee70b102e843f14c13a92c	Intel::FILE_HASH	Mandiant Apt1 Report	T
052ec04866e4a67f31845d656531830d	Intel::FILE_HASH	Mandiant Apt1 Report	T
0545a524a6bb0b042f4b00da53fec948	Intel::FILE_HASH	Mandiant Apt1 Report	T
05552a77620933dd80f1e176736f8fe7	Intel::FILE_HASH	Mandiant Apt1 Report	T
0583f58ac3d804d28cd433d369b096b8	Intel::FILE_HASH	Mandiant Apt1 Report	T
0588ffa0a244a2c4431c5c4faac60b1f	Intel::FILE_HASH	Mandiant Apt1 Report	T
05bc8309b93676087d5fb0b58ad5e9d8	Intel::FILE_HASH	Mandiant Apt1 Report	T
